"","Year","Month","Day","Date","dailywtmp","Station"
"1970",2016,5,23,2016-05-23,19.953125,"Beaufort"
"1971",2016,5,24,2016-05-24,19.6497916666667,"Beaufort"
"1972",2016,5,25,2016-05-25,20.4168831168831,"Beaufort"
"1973",2016,5,26,2016-05-26,21.6956944444444,"Beaufort"
"1974",2016,5,27,2016-05-27,22.473779637378,"Beaufort"
"1975",2016,5,28,2016-05-28,23.03296875,"Beaufort"
"1976",2016,5,29,2016-05-29,23.7844665271967,"Beaufort"
"1977",2016,5,30,2016-05-30,24.0954166666667,"Beaufort"
"1978",2016,5,31,2016-05-31,24.0457983193277,"Beaufort"
"1979",2016,6,1,2016-06-01,24.29375,"Beaufort"
"1980",2016,6,2,2016-06-02,24.2459915611814,"Beaufort"
"1981",2016,6,3,2016-06-03,24.5680672268908,"Beaufort"
"1982",2016,6,4,2016-06-04,24.7807692307692,"Beaufort"
"1983",2016,6,5,2016-06-05,24.9671474358974,"Beaufort"
"1984",2016,6,6,2016-06-06,24.8583682008368,"Beaufort"
"1985",2016,6,7,2016-06-07,24.3577405857741,"Beaufort"
"1986",2016,6,8,2016-06-08,24.3060416666667,"Beaufort"
"1987",2016,6,9,2016-06-09,24.3571428571429,"Beaufort"
"1988",2016,6,10,2016-06-10,24.2838912133891,"Beaufort"
"1989",2016,6,11,2016-06-11,24.2695833333333,"Beaufort"
"1990",2016,6,12,2016-06-12,24.6617647058824,"Beaufort"
"1991",2016,6,13,2016-06-13,24.9419831223629,"Beaufort"
"1992",2016,6,14,2016-06-14,24.6809734513274,"Beaufort"
"1993",2016,6,15,2016-06-15,25.1097046413502,"Beaufort"
"1994",2016,6,16,2016-06-16,25.1239583333333,"Beaufort"
"1995",2016,6,17,2016-06-17,25.53375,"Beaufort"
"1996",2016,6,18,2016-06-18,25.3366666666667,"Beaufort"
"1997",2016,6,19,2016-06-19,24.2908333333333,"Beaufort"
"1998",2016,6,20,2016-06-20,23.9404166666667,"Beaufort"
"1999",2016,6,21,2016-06-21,23.97375,"Beaufort"
"2000",2016,6,22,2016-06-22,24.0625,"Beaufort"
"2001",2016,6,23,2016-06-23,24.9173611111111,"Beaufort"
"2002",2016,6,24,2016-06-24,25.3212691771269,"Beaufort"
"2003",2016,6,25,2016-06-25,25.79375,"Beaufort"
"2004",2016,6,26,2016-06-26,25.6720833333333,"Beaufort"
"2005",2016,6,27,2016-06-27,25.7022916666667,"Beaufort"
"2006",2016,6,28,2016-06-28,26.1935416666667,"Beaufort"
"2007",2016,6,29,2016-06-29,26.0654166666667,"Beaufort"
"2008",2016,6,30,2016-06-30,26.32375,"Beaufort"
"2009",2016,7,1,2016-07-01,26.3669565217391,"Beaufort"
"2010",2016,7,2,2016-07-02,26.1466666666667,"Beaufort"
"2011",2016,7,3,2016-07-03,26.7829166666667,"Beaufort"
"2012",2016,7,4,2016-07-04,27.1266666666667,"Beaufort"
"2013",2016,7,5,2016-07-05,27.5075,"Beaufort"
"2014",2016,7,6,2016-07-06,27.8779166666667,"Beaufort"
"2015",2016,7,7,2016-07-07,27.9133771929825,"Beaufort"
"2016",2016,7,8,2016-07-08,27.638125,"Beaufort"
"2017",2016,7,9,2016-07-09,27.665,"Beaufort"
"2018",2016,7,10,2016-07-10,27.94875,"Beaufort"
"2019",2016,7,11,2016-07-11,28.1770833333333,"Beaufort"
"2020",2016,7,12,2016-07-12,28.1322916666667,"Beaufort"
"2021",2016,7,13,2016-07-13,28.4405829596413,"Beaufort"
"2022",2016,7,14,2016-07-14,28.5970833333333,"Beaufort"
"2023",2016,7,15,2016-07-15,28.62125,"Beaufort"
"2024",2016,7,16,2016-07-16,28.16125,"Beaufort"
"2025",2016,7,17,2016-07-17,27.9054166666667,"Beaufort"
"2026",2016,7,18,2016-07-18,27.8364583333333,"Beaufort"
"2027",2016,7,19,2016-07-19,27.825625,"Beaufort"
"2028",2016,7,20,2016-07-20,27.3441666666667,"Beaufort"
"2029",2016,7,21,2016-07-21,27.9408333333333,"Beaufort"
"2030",2016,7,22,2016-07-22,28.2736111111111,"Beaufort"
"2031",2016,7,23,2016-07-23,28.3155555555556,"Beaufort"
"2032",2016,7,24,2016-07-24,28.514375,"Beaufort"
"2033",2016,7,25,2016-07-25,28.7120833333333,"Beaufort"
"2034",2016,7,26,2016-07-26,28.480625,"Beaufort"
"2035",2016,7,27,2016-07-27,28.2410416666667,"Beaufort"
"2036",2016,7,28,2016-07-28,28.339375,"Beaufort"
"2037",2016,7,29,2016-07-29,28.3333333333333,"Beaufort"
"2038",2016,7,30,2016-07-30,28.3704166666667,"Beaufort"
"2039",2016,7,31,2016-07-31,28.38125,"Beaufort"
"2040",2016,8,1,2016-08-01,28.0452083333333,"Beaufort"
"2041",2016,8,2,2016-08-02,27.9458333333333,"Beaufort"
"2042",2016,8,3,2016-08-03,27.51625,"Beaufort"
"2043",2016,8,4,2016-08-04,27.5577083333333,"Beaufort"
"2044",2016,8,5,2016-08-05,27.88410041841,"Beaufort"
"2045",2016,8,6,2016-08-06,27.91125,"Beaufort"
"2046",2016,8,7,2016-08-07,27.9234309623431,"Beaufort"
"2047",2016,8,8,2016-08-08,28.1420833333333,"Beaufort"
"2048",2016,8,9,2016-08-09,28.7395833333333,"Beaufort"
"2049",2016,8,10,2016-08-10,29.2008368200837,"Beaufort"
"2050",2016,8,11,2016-08-11,29.2883333333333,"Beaufort"
"2051",2016,8,12,2016-08-12,29.3416666666667,"Beaufort"
"2052",2016,8,13,2016-08-13,29.2475,"Beaufort"
"2053",2016,8,14,2016-08-14,28.9829166666667,"Beaufort"
"2054",2016,8,15,2016-08-15,28.9179166666667,"Beaufort"
"2055",2016,8,16,2016-08-16,28.8808333333333,"Beaufort"
"2056",2016,8,17,2016-08-17,28.905,"Beaufort"
"2057",2016,8,18,2016-08-18,28.6395833333333,"Beaufort"
"2058",2016,8,19,2016-08-19,28.2029166666667,"Beaufort"
"2059",2016,8,20,2016-08-20,27.875,"Beaufort"
"2060",2016,8,21,2016-08-21,28.2933333333333,"Beaufort"
"2061",2016,8,22,2016-08-22,28.4476890756303,"Beaufort"
"2062",2016,8,23,2016-08-23,28.0883333333333,"Beaufort"
"2063",2016,8,24,2016-08-24,27.2233333333333,"Beaufort"
"2064",2016,8,25,2016-08-25,26.7783333333333,"Beaufort"
"2065",2016,8,26,2016-08-26,27.1620833333333,"Beaufort"
"2066",2016,8,27,2016-08-27,27.6502083333333,"Beaufort"
"2067",2016,8,28,2016-08-28,27.7641666666667,"Beaufort"
"2068",2016,8,29,2016-08-29,27.5516666666667,"Beaufort"
"2069",2016,8,30,2016-08-30,27.3408333333333,"Beaufort"
"2070",2016,8,31,2016-08-31,27.135625,"Beaufort"
"2071",2016,9,1,2016-09-01,27.1879166666667,"Beaufort"
"2072",2016,9,2,2016-09-02,27.0241666666667,"Beaufort"
"2073",2016,9,3,2016-09-03,25.3827083333333,"Beaufort"
"2074",2016,9,4,2016-09-04,24.44875,"Beaufort"
"2075",2016,9,5,2016-09-05,24.5658333333333,"Beaufort"
"2076",2016,9,6,2016-09-06,24.5695833333333,"Beaufort"
"2077",2016,9,7,2016-09-07,25.31125,"Beaufort"
"2078",2016,9,8,2016-09-08,25.4175,"Beaufort"
"2079",2016,9,9,2016-09-09,25.57625,"Beaufort"
"2080",2016,9,10,2016-09-10,25.8700892857143,"Beaufort"
"2081",2016,9,11,2016-09-11,26.1916666666667,"Beaufort"
"2082",2016,9,12,2016-09-12,26.3916317991632,"Beaufort"
"2083",2016,9,13,2016-09-13,25.7647916666667,"Beaufort"
"2084",2016,9,14,2016-09-14,25.5670833333333,"Beaufort"
"2085",2016,9,15,2016-09-15,25.249375,"Beaufort"
"2086",2016,9,16,2016-09-16,24.88625,"Beaufort"
"2087",2016,9,17,2016-09-17,25.094375,"Beaufort"
"2088",2016,9,18,2016-09-18,25.72,"Beaufort"
"2089",2016,9,19,2016-09-19,26.2616666666667,"Beaufort"
"2090",2016,9,20,2016-09-20,25.923125,"Beaufort"
"2091",2016,9,21,2016-09-21,25.826875,"Beaufort"
"2092",2016,9,22,2016-09-22,26.3887029288703,"Beaufort"
"2093",2016,9,23,2016-09-23,26.6252083333333,"Beaufort"
"2094",2016,9,24,2016-09-24,26.4604166666667,"Beaufort"
"2095",2016,9,25,2016-09-25,26.2991666666667,"Beaufort"
"2096",2016,9,26,2016-09-26,25.0072916666667,"Beaufort"
"2097",2016,9,27,2016-09-27,24.74375,"Beaufort"
"2098",2016,9,28,2016-09-28,24.7258333333333,"Beaufort"
"2099",2016,9,29,2016-09-29,25.0714285714286,"Beaufort"
"2100",2016,9,30,2016-09-30,24.9795833333333,"Beaufort"
"2101",2016,10,1,2016-10-01,24.506329113924,"Beaufort"
"2102",2016,10,2,2016-10-02,24.46375,"Beaufort"
"2103",2016,10,3,2016-10-03,24.6485416666667,"Beaufort"
"2104",2016,10,4,2016-10-04,24.42375,"Beaufort"
"2105",2016,10,5,2016-10-05,23.0614583333333,"Beaufort"
"2106",2016,10,6,2016-10-06,22.7075,"Beaufort"
"2107",2016,10,7,2016-10-07,22.8416666666667,"Beaufort"
"2108",2016,10,8,2016-10-08,23.1891666666667,"Beaufort"
"2109",2016,10,9,2016-10-09,21.78410041841,"Beaufort"
"2110",2016,10,10,2016-10-10,20.0404166666667,"Beaufort"
"2111",2016,10,11,2016-10-11,18.6475,"Beaufort"
"2112",2016,10,12,2016-10-12,18.7666666666667,"Beaufort"
"2113",2016,10,13,2016-10-13,19.4375,"Beaufort"
"2114",2016,10,14,2016-10-14,20.1629166666667,"Beaufort"
"2115",2016,10,15,2016-10-15,19.963125,"Beaufort"
"2116",2016,10,16,2016-10-16,20.1258333333333,"Beaufort"
"2117",2016,10,17,2016-10-17,20.885,"Beaufort"
"2118",2016,10,18,2016-10-18,21.503829787234,"Beaufort"
"2119",2016,10,19,2016-10-19,21.983125,"Beaufort"
"2120",2016,10,20,2016-10-20,22.37,"Beaufort"
"2121",2016,10,21,2016-10-21,22.5202083333333,"Beaufort"
"2122",2016,10,22,2016-10-22,21.5108333333333,"Beaufort"
"2123",2016,10,23,2016-10-23,19.235,"Beaufort"
"2124",2016,10,24,2016-10-24,18.3832618025751,"Beaufort"
"2125",2016,10,25,2016-10-25,18.4521551724138,"Beaufort"
"2126",2016,10,26,2016-10-26,17.88375,"Beaufort"
"2127",2016,10,27,2016-10-27,17.9122916666667,"Beaufort"
"2128",2016,10,28,2016-10-28,18.76375,"Beaufort"
"2129",2016,10,29,2016-10-29,18.9977083333333,"Beaufort"
"2130",2016,10,30,2016-10-30,19.2495833333333,"Beaufort"
"2131",2016,10,31,2016-10-31,19.62,"Beaufort"
"2132",2016,11,1,2016-11-01,18.9527083333333,"Beaufort"
"2133",2016,11,2,2016-11-02,19.0041666666667,"Beaufort"
"2134",2016,11,3,2016-11-03,19.6334728033473,"Beaufort"
"2135",2016,11,4,2016-11-04,19.85125,"Beaufort"
"2136",2016,11,5,2016-11-05,18.4141666666667,"Beaufort"
"2137",2016,11,6,2016-11-06,17.42625,"Beaufort"
"2138",2016,11,7,2016-11-07,17.10125,"Beaufort"
"2139",2016,11,8,2016-11-08,16.0851528384279,"Beaufort"
"2140",2016,11,9,2016-11-09,16.3544871794872,"Beaufort"
"2141",2016,11,10,2016-11-10,15.576359832636,"Beaufort"
"2142",2016,11,11,2016-11-11,15.2145833333333,"Beaufort"
"2143",2016,11,12,2016-11-12,15.0114583333333,"Beaufort"
"2144",2016,11,13,2016-11-13,13.81125,"Beaufort"
"2145",2016,11,14,2016-11-14,14.1182203389831,"Beaufort"
"2146",2016,11,15,2016-11-15,14.9995535714286,"Beaufort"
"2147",2016,11,16,2016-11-16,15.1504166666667,"Beaufort"
"2148",2016,11,17,2016-11-17,15.2633333333333,"Beaufort"
"2149",2016,11,18,2016-11-18,15.22625,"Beaufort"
"2150",2016,11,19,2016-11-19,15.5954166666667,"Beaufort"
"2151",2016,11,20,2016-11-20,14.7179916317992,"Beaufort"
"2152",2016,11,21,2016-11-21,12.5972916666667,"Beaufort"
"2153",2016,11,22,2016-11-22,11.386875,"Beaufort"
"2154",2016,11,23,2016-11-23,10.9781512605042,"Beaufort"
"2155",2016,11,24,2016-11-24,11.655,"Beaufort"
"2156",2016,11,25,2016-11-25,12.8466666666667,"Beaufort"
"2157",2016,11,26,2016-11-26,13.6572916666667,"Beaufort"
"2158",2016,11,27,2016-11-27,12.9170833333333,"Beaufort"
"2159",2016,11,28,2016-11-28,12.2204166666667,"Beaufort"
"2160",2016,11,29,2016-11-29,12.9516666666667,"Beaufort"
"2161",2016,11,30,2016-11-30,14.1877083333333,"Beaufort"
"2162",2016,12,1,2016-12-01,15.1191666666667,"Beaufort"
"2163",2016,12,2,2016-12-02,15.018410041841,"Beaufort"
"2164",2016,12,3,2016-12-03,13.8254166666667,"Beaufort"
"2165",2016,12,4,2016-12-04,12.87875,"Beaufort"
"2166",2016,12,5,2016-12-05,12.74,"Beaufort"
"2167",2016,12,6,2016-12-06,13.1304347826087,"Beaufort"
"2168",2016,12,7,2016-12-07,13.0548117154812,"Beaufort"
"2169",2016,12,8,2016-12-08,12.8716666666667,"Beaufort"
"2170",2016,12,9,2016-12-09,11.823125,"Beaufort"
"2171",2016,12,10,2016-12-10,9.86604166666667,"Beaufort"
"2172",2016,12,11,2016-12-11,9.1675,"Beaufort"
"2173",2016,12,12,2016-12-12,10.1100418410042,"Beaufort"
"2174",2016,12,13,2016-12-13,11.1766666666667,"Beaufort"
"2175",2016,12,14,2016-12-14,11.1395833333333,"Beaufort"
"2176",2016,12,15,2016-12-15,10.7654166666667,"Beaufort"
"2177",2016,12,16,2016-12-16,8.89037656903766,"Beaufort"
"2178",2016,12,17,2016-12-17,8.54479166666667,"Beaufort"
"2179",2016,12,18,2016-12-18,10.1279166666667,"Beaufort"
"2180",2016,12,19,2016-12-19,11.0639583333333,"Beaufort"
"2181",2016,12,20,2016-12-20,8.79853556485356,"Beaufort"
"2182",2016,12,21,2016-12-21,8.17770833333333,"Beaufort"
"2183",2016,12,22,2016-12-22,8.76895833333333,"Beaufort"
"2184",2016,12,23,2016-12-23,9.01234309623431,"Beaufort"
"2185",2016,12,24,2016-12-24,9.0825,"Beaufort"
"2186",2016,12,25,2016-12-25,9.83229166666667,"Beaufort"
"2187",2016,12,26,2016-12-26,10.0185416666667,"Beaufort"
"2188",2016,12,27,2016-12-27,10.62625,"Beaufort"
"2189",2016,12,28,2016-12-28,11.5895833333333,"Beaufort"
"2190",2016,12,29,2016-12-29,11.5195833333333,"Beaufort"
"2191",2016,12,30,2016-12-30,10.77875,"Beaufort"
"2192",2016,12,31,2016-12-31,9.58451882845188,"Beaufort"
"2193",2017,1,1,2017-01-01,9.71041666666667,"Beaufort"
"2194",2017,1,2,2017-01-02,10.15625,"Beaufort"
"2195",2017,1,3,2017-01-03,10.8270833333333,"Beaufort"
"2196",2017,1,4,2017-01-04,11.4125,"Beaufort"
"2197",2017,1,5,2017-01-05,11.1425,"Beaufort"
"2198",2017,1,6,2017-01-06,10.4579166666667,"Beaufort"
"2199",2017,1,7,2017-01-07,9.02125,"Beaufort"
"2200",2017,1,8,2017-01-08,5.71729166666667,"Beaufort"
"2201",2017,1,9,2017-01-09,4.29705882352941,"Beaufort"
"2202",2017,1,10,2017-01-10,4.78333333333333,"Beaufort"
"2203",2017,1,11,2017-01-11,6.18645833333333,"Beaufort"
"2204",2017,1,12,2017-01-12,7.75354166666667,"Beaufort"
"2205",2017,1,13,2017-01-13,8.8965811965812,"Beaufort"
"2206",2017,1,14,2017-01-14,9.67958333333333,"Beaufort"
"2207",2017,1,15,2017-01-15,9.7725,"Beaufort"
"2208",2017,1,16,2017-01-16,9.52166666666667,"Beaufort"
"2209",2017,1,17,2017-01-17,9.3975,"Beaufort"
"2210",2017,1,18,2017-01-18,10.1679166666667,"Beaufort"
"2211",2017,1,19,2017-01-19,10.2233333333333,"Beaufort"
"2212",2017,1,20,2017-01-20,10.3066666666667,"Beaufort"
"2213",2017,1,21,2017-01-21,10.785625,"Beaufort"
"2214",2017,1,22,2017-01-22,10.9704166666667,"Beaufort"
"2215",2017,1,23,2017-01-23,11.1264583333333,"Beaufort"
"2216",2017,1,24,2017-01-24,11.1991666666667,"Beaufort"
"2217",2017,1,25,2017-01-25,10.7062761506276,"Beaufort"
"2218",2017,1,26,2017-01-26,11.1389121338912,"Beaufort"
"2219",2017,1,27,2017-01-27,11.2360416666667,"Beaufort"
"2220",2017,1,28,2017-01-28,10.5110416666667,"Beaufort"
"2221",2017,1,29,2017-01-29,9.67405857740586,"Beaufort"
"2222",2017,1,30,2017-01-30,9.22916666666667,"Beaufort"
"2223",2017,1,31,2017-01-31,9.05794979079498,"Beaufort"
"2224",2017,2,1,2017-02-01,9.74895833333333,"Beaufort"
"2225",2017,2,2,2017-02-02,10.5807531380753,"Beaufort"
"2226",2017,2,3,2017-02-03,10.9514644351464,"Beaufort"
"2227",2017,2,4,2017-02-04,9.23598326359833,"Beaufort"
"2228",2017,2,5,2017-02-05,8.12208333333333,"Beaufort"
"2229",2017,2,6,2017-02-06,8.4425,"Beaufort"
"2230",2017,2,7,2017-02-07,9.21443514644352,"Beaufort"
"2231",2017,2,8,2017-02-08,10.2475,"Beaufort"
"2232",2017,2,9,2017-02-09,10.9302521008403,"Beaufort"
"2233",2017,2,10,2017-02-10,9.89208333333333,"Beaufort"
"2234",2017,2,11,2017-02-11,9.24125,"Beaufort"
"2235",2017,2,12,2017-02-12,10.281875,"Beaufort"
"2236",2017,2,13,2017-02-13,11.2162337662338,"Beaufort"
"2237",2017,2,14,2017-02-14,10.8209205020921,"Beaufort"
"2238",2017,2,15,2017-02-15,11.1120833333333,"Beaufort"
"2239",2017,2,16,2017-02-16,10.53375,"Beaufort"
"2240",2017,2,17,2017-02-17,9.871875,"Beaufort"
"2241",2017,2,18,2017-02-18,10.2309623430962,"Beaufort"
"2242",2017,2,19,2017-02-19,10.9292887029289,"Beaufort"
"2243",2017,2,20,2017-02-20,11.52625,"Beaufort"
"2244",2017,2,21,2017-02-21,11.8066666666667,"Beaufort"
"2245",2017,2,22,2017-02-22,11.986036036036,"Beaufort"
"2246",2017,2,23,2017-02-23,12.7072072072072,"Beaufort"
"2247",2017,2,24,2017-02-24,15.0670168067227,"Beaufort"
"2248",2017,2,25,2017-02-25,16.815625,"Beaufort"
"2249",2017,2,26,2017-02-26,17.1379166666667,"Beaufort"
"2250",2017,2,27,2017-02-27,16.1295833333333,"Beaufort"
"2251",2017,2,28,2017-02-28,16.34875,"Beaufort"
"2252",2017,3,1,2017-03-01,17.4033333333333,"Beaufort"
"2253",2017,3,2,2017-03-02,17.4599156118143,"Beaufort"
"2254",2017,3,3,2017-03-03,15.80125,"Beaufort"
"2255",2017,3,4,2017-03-04,13.9875,"Beaufort"
"2256",2017,3,5,2017-03-05,12.7096234309623,"Beaufort"
"2257",2017,3,6,2017-03-06,12.0345833333333,"Beaufort"
"2258",2017,3,7,2017-03-07,12.670625,"Beaufort"
"2259",2017,3,8,2017-03-08,13.7510460251046,"Beaufort"
"2260",2017,3,9,2017-03-09,14.245,"Beaufort"
"2261",2017,3,10,2017-03-10,14.2820833333333,"Beaufort"
"2262",2017,3,11,2017-03-11,13.5748953974895,"Beaufort"
"2263",2017,3,12,2017-03-12,12.365625,"Beaufort"
"2264",2017,3,13,2017-03-13,10.4523012552301,"Beaufort"
"2265",2017,3,14,2017-03-14,10.7887892376682,"Beaufort"
"2266",2017,3,15,2017-03-15,9.63221153846154,"Beaufort"
"2267",2017,3,16,2017-03-16,8.57291666666667,"Beaufort"
"2268",2017,3,17,2017-03-17,8.49541666666667,"Beaufort"
"2269",2017,3,18,2017-03-18,9.43083333333333,"Beaufort"
"2270",2017,3,19,2017-03-19,9.76541666666667,"Beaufort"
"2271",2017,3,20,2017-03-20,9.63833333333333,"Beaufort"
"2272",2017,3,21,2017-03-21,10.4741666666667,"Beaufort"
"2273",2017,3,22,2017-03-22,11.571129707113,"Beaufort"
"2274",2017,3,23,2017-03-23,11.18,"Beaufort"
"2275",2017,3,24,2017-03-24,10.5058333333333,"Beaufort"
"2276",2017,3,25,2017-03-25,11.5677083333333,"Beaufort"
"2277",2017,3,26,2017-03-26,12.9525,"Beaufort"
"2278",2017,3,27,2017-03-27,14.4708333333333,"Beaufort"
"2279",2017,3,28,2017-03-28,15.8363247863248,"Beaufort"
"2280",2017,3,29,2017-03-29,16.644769874477,"Beaufort"
"2281",2017,3,30,2017-03-30,16.7629166666667,"Beaufort"
"2282",2017,3,31,2017-03-31,16.5204166666667,"Beaufort"
"2283",2017,4,1,2017-04-01,16.29,"Beaufort"
"2284",2017,4,2,2017-04-02,16.3533333333333,"Beaufort"
"2285",2017,4,3,2017-04-03,16.0326271186441,"Beaufort"
"2286",2017,4,4,2017-04-04,16.5876923076923,"Beaufort"
"2287",2017,4,5,2017-04-05,17.1415966386555,"Beaufort"
"2288",2017,4,6,2017-04-06,17.2987447698745,"Beaufort"
"2289",2017,4,7,2017-04-07,15.7196652719665,"Beaufort"
"2290",2017,4,8,2017-04-08,13.9891666666667,"Beaufort"
"2291",2017,4,9,2017-04-09,14.1008510638298,"Beaufort"
"2292",2017,4,10,2017-04-10,15.20375,"Beaufort"
"2293",2017,4,11,2017-04-11,16.35,"Beaufort"
"2294",2017,4,12,2017-04-12,17.22,"Beaufort"
"2295",2017,4,13,2017-04-13,18.0770212765957,"Beaufort"
"2296",2017,4,14,2017-04-14,18.2814345991561,"Beaufort"
"2297",2017,4,15,2017-04-15,18.5058333333333,"Beaufort"
"2298",2017,4,16,2017-04-16,18.6497916666667,"Beaufort"
"2299",2017,4,17,2017-04-17,18.9791666666667,"Beaufort"
"2300",2017,4,18,2017-04-18,18.9947478991597,"Beaufort"
"2301",2017,4,19,2017-04-19,18.6145833333333,"Beaufort"
"2302",2017,4,20,2017-04-20,18.9258333333333,"Beaufort"
"2303",2017,4,21,2017-04-21,19.2493697478992,"Beaufort"
"2304",2017,4,22,2017-04-22,19.5308333333333,"Beaufort"
"2305",2017,4,23,2017-04-23,19.2744769874477,"Beaufort"
"2306",2017,4,24,2017-04-24,18.3330543933054,"Beaufort"
"2307",2017,4,25,2017-04-25,18.4391666666667,"Beaufort"
"2308",2017,4,26,2017-04-26,19.00125,"Beaufort"
"2309",2017,4,27,2017-04-27,19.7087866108787,"Beaufort"
"2310",2017,4,28,2017-04-28,20.7204166666667,"Beaufort"
"2311",2017,4,29,2017-04-29,21.8641666666667,"Beaufort"
"2312",2017,4,30,2017-04-30,22.59,"Beaufort"
"2313",2017,5,1,2017-05-01,22.4464583333333,"Beaufort"
"2314",2017,5,2,2017-05-02,21.8625,"Beaufort"
"2315",2017,5,3,2017-05-03,21.5468619246862,"Beaufort"
"2316",2017,5,4,2017-05-04,21.6799163179916,"Beaufort"
"2317",2017,5,5,2017-05-05,21.2975,"Beaufort"
"2318",2017,5,6,2017-05-06,19.859375,"Beaufort"
"2319",2017,5,7,2017-05-07,18.7794117647059,"Beaufort"
"2320",2017,5,8,2017-05-08,18.5854166666667,"Beaufort"
"2321",2017,5,9,2017-05-09,18.8075313807531,"Beaufort"
"2322",2017,5,10,2017-05-10,19.1389830508475,"Beaufort"
"2323",2017,5,11,2017-05-11,20.4518987341772,"Beaufort"
"2324",2017,5,12,2017-05-12,20.9437238493724,"Beaufort"
"2325",2017,5,13,2017-05-13,20.7109243697479,"Beaufort"
"2326",2017,5,14,2017-05-14,20.5518907563025,"Beaufort"
"2327",2017,5,15,2017-05-15,20.7870292887029,"Beaufort"
"2328",2017,5,16,2017-05-16,21.5316455696203,"Beaufort"
"2329",2017,5,17,2017-05-17,22.9281512605042,"Beaufort"
"2330",2017,5,18,2017-05-18,23.4538461538462,"Beaufort"
"2331",2017,5,19,2017-05-19,23.3991596638655,"Beaufort"
"2332",2017,5,20,2017-05-20,23.2658227848101,"Beaufort"
"2333",2017,5,21,2017-05-21,23.4623430962343,"Beaufort"
"2334",2017,5,22,2017-05-22,23.3329166666667,"Beaufort"
"2335",2017,5,23,2017-05-23,23.27,"Beaufort"
"2336",2017,5,24,2017-05-24,22.5760416666667,"Beaufort"
"2337",2017,5,25,2017-05-25,22.39625,"Beaufort"
"2338",2017,5,26,2017-05-26,21.4104166666667,"Beaufort"
"2339",2017,5,27,2017-05-27,22.0033333333333,"Beaufort"
"2340",2017,5,28,2017-05-28,23.0042553191489,"Beaufort"
"2341",2017,5,29,2017-05-29,23.7254166666667,"Beaufort"
"2342",2017,5,30,2017-05-30,24.2335416666667,"Beaufort"
"2343",2017,5,31,2017-05-31,24.2716666666667,"Beaufort"
"2344",2017,6,1,2017-06-01,23.9929166666667,"Beaufort"
"2345",2017,6,2,2017-06-02,24.1629166666667,"Beaufort"
"2346",2017,6,3,2017-06-03,24.64,"Beaufort"
"2347",2017,6,4,2017-06-04,25.08375,"Beaufort"
"2348",2017,6,5,2017-06-05,25.08375,"Beaufort"
"2349",2017,6,6,2017-06-06,24.8625,"Beaufort"
"2350",2017,6,7,2017-06-07,24.5791666666667,"Beaufort"
"2351",2017,6,8,2017-06-08,21.9945833333333,"Beaufort"
"2352",2017,6,9,2017-06-09,20.7491666666667,"Beaufort"
"2353",2017,6,10,2017-06-10,21.9954166666667,"Beaufort"
"2354",2017,6,11,2017-06-11,23.3668067226891,"Beaufort"
"2355",2017,6,12,2017-06-12,24.205,"Beaufort"
"2356",2017,6,13,2017-06-13,24.4583333333333,"Beaufort"
"2357",2017,6,14,2017-06-14,24.5933333333333,"Beaufort"
"2358",2017,6,15,2017-06-15,24.8795833333333,"Beaufort"
"2359",2017,6,16,2017-06-16,25.1375,"Beaufort"
"2360",2017,6,17,2017-06-17,25.5566666666667,"Beaufort"
"2361",2017,6,18,2017-06-18,25.8495833333333,"Beaufort"
"2362",2017,6,19,2017-06-19,26.23,"Beaufort"
"2363",2017,6,20,2017-06-20,25.9177083333333,"Beaufort"
"2364",2017,6,21,2017-06-21,25.4633333333333,"Beaufort"
"2365",2017,6,22,2017-06-22,25.1904166666667,"Beaufort"
"2366",2017,6,23,2017-06-23,25.61875,"Beaufort"
"2367",2017,6,24,2017-06-24,25.6945833333333,"Beaufort"
"2368",2017,6,25,2017-06-25,25.785625,"Beaufort"
"2369",2017,6,26,2017-06-26,25.7183333333333,"Beaufort"
"2370",2017,6,27,2017-06-27,25.8483333333333,"Beaufort"
"2371",2017,6,28,2017-06-28,25.9008333333333,"Beaufort"
"2372",2017,6,29,2017-06-29,25.7625,"Beaufort"
"2373",2017,6,30,2017-06-30,25.92625,"Beaufort"
"2374",2017,7,1,2017-07-01,25.911875,"Beaufort"
"2375",2017,7,2,2017-07-02,26.015,"Beaufort"
"2376",2017,7,3,2017-07-03,26.4925,"Beaufort"
"2377",2017,7,4,2017-07-04,26.5364583333333,"Beaufort"
"2378",2017,7,5,2017-07-05,26.8825,"Beaufort"
"2379",2017,7,6,2017-07-06,27.0529166666667,"Beaufort"
"2380",2017,7,7,2017-07-07,27.11625,"Beaufort"
"2381",2017,7,8,2017-07-08,26.8917372881356,"Beaufort"
"2382",2017,7,9,2017-07-09,26.69,"Beaufort"
"2383",2017,7,10,2017-07-10,26.6368811881188,"Beaufort"
"2384",2017,7,11,2017-07-11,26.6775,"Beaufort"
"2385",2017,7,12,2017-07-12,26.9595833333333,"Beaufort"
"2386",2017,7,13,2017-07-13,27.3891666666667,"Beaufort"
"2387",2017,7,14,2017-07-14,27.5772916666667,"Beaufort"
"2388",2017,7,15,2017-07-15,27.415,"Beaufort"
"2389",2017,7,16,2017-07-16,26.9233333333333,"Beaufort"
"2390",2017,7,17,2017-07-17,26.4095833333333,"Beaufort"
"2391",2017,7,18,2017-07-18,25.9216666666667,"Beaufort"
